Id,BibNumber,RaceTime,EventId,SignUpId
1806,180,12900,14_4HM,1617
1807,181,28184,14_4HM,2195
1808,236,,14_4FR,2290
1809,53,19164,14_4FM,2294
1810,237,26844,14_4FR,1887
1811,54,,14_4FM,2227
1812,238,0,14_4FR,2227
1813,55,,14_4FM,2233
1814,239,0,14_4FR,2233
1815,182,17885,14_4HM,1684
1816,183,12519,14_4HM,1991
1817,240,25574,14_4FR,2051
1818,56,27786,14_4FM,1160
1819,241,17168,14_4FR,1759
1820,184,9606,14_4HM,1759
1821,242,25332,14_4FR,1590
1822,243,14705,14_4FR,1409
1823,244,24183,14_4FR,2003
1824,185,15906,14_4HM,1933
1825,245,9072,14_4FR,1404
1826,186,8148,14_4HM,1572
1827,187,18628,14_4HM,1902
1828,246,9625,14_4FR,1295
1829,247,24348,14_4FR,1363
1830,188,4653,14_4HM,1363
1831,189,9305,14_4HM,1738
1832,248,3506,14_4FR,1738
1833,249,,14_4FR,1431
1834,250,13936,14_4FR,1285
1835,57,,14_4FM,1997
1836,251,19492,14_4FR,1860
1837,252,28140,14_4FR,2107
1838,190,25860,14_4HM,1162
1839,253,20874,14_4FR,1711
1840,191,18973,14_4HM,1852
1841,192,17410,14_4HM,1077
1842,58,,14_4FM,2257
1843,254,28045,14_4FR,1104
1844,59,18351,14_4FM,1132
1845,255,,14_4FR,1182
1846,193,0,14_4HM,1182
1847,194,16813,14_4HM,1446
1848,256,3981,14_4FR,1446
1849,257,22326,14_4FR,1342
1850,258,,14_4FR,1897
1851,195,0,14_4HM,1897
1852,259,23717,14_4FR,2113
1853,260,10575,14_4FR,1607
1854,196,15085,14_4HM,1629
1855,197,9824,14_4HM,1142
1856,198,18196,14_4HM,1159
1857,60,8372,14_4FM,1814
1858,261,3242,14_4FR,1814
1859,199,27441,14_4HM,1931
1860,200,8268,14_4HM,2259
1861,61,25514,14_4FM,1749
1862,262,13876,14_4FR,1789
1863,201,16762,14_4HM,1913
1864,263,4477,14_4FR,1913
1865,62,18567,14_4FM,1260
1866,264,3837,14_4FR,1260
1867,202,11578,14_4HM,1147
1868,203,9876,14_4HM,1139
1869,265,23484,14_4FR,1150
1870,204,,14_4HM,1322
1871,266,17081,14_4FR,1595
1872,63,27518,14_4FM,1038
1873,267,1867,14_4FR,1038
1874,205,24805,14_4HM,1819
1875,206,9452,14_4HM,1540
1876,207,28227,14_4HM,1849
1877,268,25281,14_4FR,1831
1878,64,17807,14_4FM,2218
1879,65,,14_4FM,1734
1880,269,0,14_4FR,1734
1881,208,,14_4HM,2263
1882,270,0,14_4FR,2263
1883,271,19509,14_4FR,1776
1884,272,21626,14_4FR,2008
1885,273,21868,14_4FR,2015
1886,274,,14_4FR,2060
1887,275,23095,14_4FR,1204
1888,276,8675,14_4FR,1317
1889,209,7275,14_4HM,2216
1890,66,26793,14_4FM,1044
1891,277,28503,14_4FR,1908
1892,210,15405,14_4HM,2067
1893,278,19094,14_4FR,1187
1894,279,25894,14_4FR,1750
1895,211,10329,14_4HM,1750
1896,212,24486,14_4HM,1447
1897,280,,14_4FR,1682
1898,213,10904,14_4HM,1654
1899,214,16788,14_4HM,1743
1900,215,18040,14_4HM,2279
1901,281,8718,14_4FR,1467
1902,216,17677,14_4HM,1517
1903,67,12571,14_4FM,1995
1904,282,2487,14_4FR,1995
1905,283,25488,14_4FR,2083
1906,68,9798,14_4FM,2087
1907,284,27380,14_4FR,1069
1908,69,11776,14_4FM,1341
1909,217,28719,14_4HM,1411
1910,285,15543,14_4FR,1358
1911,218,22689,14_4HM,1626
1912,219,16304,14_4HM,2184
1913,286,1801,14_4FR,2184
1914,287,,14_4FR,1384
1915,220,0,14_4HM,1384
1916,70,17626,14_4FM,1276
1917,288,2480,14_4FR,1276
1918,289,25764,14_4FR,1240
1919,290,16295,14_4FR,2232
1920,221,17790,14_4HM,1134
1921,291,3886,14_4FR,1134
1922,222,13893,14_4HM,1787
1923,292,1315,14_4FR,1787
1924,223,28374,14_4HM,1084
1925,293,3524,14_4FR,1084
1926,294,24451,14_4FR,1732
1927,224,,14_4HM,2004
1928,225,,14_4HM,1940
1929,226,,14_4HM,2086
1930,295,16917,14_4FR,1181
1931,71,,14_4FM,1596
1932,227,10083,14_4HM,1661
1933,228,24365,14_4HM,1770
1934,296,2537,14_4FR,1770
1935,229,14325,14_4HM,1600
1936,72,,14_4FM,1450
1937,297,0,14_4FR,1450
1938,230,25065,14_4HM,2032
1939,298,,14_4FR,2250
1940,231,,14_4HM,1441
1941,232,26888,14_4HM,1582
1942,299,1409,14_4FR,1582
1943,233,13884,14_4HM,1405
1944,300,4318,14_4FR,1405
1945,301,9720,14_4FR,1122
1946,302,11457,14_4FR,2046
1947,234,,14_4HM,2167
1948,303,0,14_4FR,2167
1949,235,15924,14_4HM,1220
1950,73,25125,14_4FM,1399
1951,304,14584,14_4FR,1497
1952,236,9240,14_4HM,1497
1953,305,13668,14_4FR,1873
1954,74,15587,14_4FM,1800
1955,306,21289,14_4FR,1650
1956,307,27121,14_4FR,1327
1957,237,8921,14_4HM,1327
1958,75,,14_4FM,1679
1959,238,7854,14_4HM,1226
1960,239,19950,14_4HM,1271
1961,240,17556,14_4HM,1415
1962,241,13988,14_4HM,1432
1963,76,9703,14_4FM,1923
1964,308,24399,14_4FR,1463
1965,242,9691,14_4HM,1463
1966,243,11802,14_4HM,1688
1967,309,3909,14_4FR,1688
1968,244,21851,14_4HM,1779
1969,310,2368,14_4FR,1779
1970,245,15094,14_4HM,1233
1971,246,28728,14_4HM,1689
1972,311,3659,14_4FR,1689
1973,247,15612,14_4HM,1894
1974,248,,14_4HM,1282
1975,312,0,14_4FR,1282
1976,249,15794,14_4HM,1533
1977,313,1933,14_4FR,1533
1978,250,20650,14_4HM,2298
1979,314,,14_4FR,2028
1980,251,18429,14_4HM,1377
1981,252,9694,14_4HM,1683
1982,253,17280,14_4HM,1720
1983,254,25946,14_4HM,1268
1984,77,23890,14_4FM,1705
1985,315,4460,14_4FR,1705
1986,316,22524,14_4FR,2000
1987,255,25920,14_4HM,2242
1988,317,27112,14_4FR,2266
1989,256,24615,14_4HM,1073
1990,257,18395,14_4HM,1560
1991,78,27337,14_4FM,1196
1992,318,27916,14_4FR,1810
1993,258,6191,14_4HM,1810
1994,319,27242,14_4FR,2210
1995,320,14818,14_4FR,1223
1996,321,27657,14_4FR,2001
1997,322,12381,14_4FR,2036
1998,323,26412,14_4FR,1527
1999,259,4384,14_4HM,1527
2000,324,12787,14_4FR,1496
2001,260,7940,14_4HM,2215
2002,325,19224,14_4FR,1102
2003,326,20442,14_4FR,2010
2004,327,26577,14_4FR,2035
2005,261,6115,14_4HM,2035
2006,262,,14_4HM,1093
2007,328,0,14_4FR,1093
2008,263,7551,14_4HM,1857
2009,329,1087,14_4FR,1857
2010,330,18308,14_4FR,1970
2011,264,10107,14_4HM,1970
2012,79,27467,14_4FM,2199
2013,331,10014,14_4FR,1718
2014,332,24391,14_4FR,2165
2015,265,13660,14_4HM,1491
2016,266,14723,14_4HM,1303
2017,333,16209,14_4FR,1922
2018,334,12623,14_4FR,2095
2019,335,13211,14_4FR,1170
2020,336,,14_4FR,2220
2021,267,0,14_4HM,2220
2022,337,,14_4FR,2247
2023,338,,14_4FR,1400
2024,268,20969,14_4HM,2119
2025,269,9815,14_4HM,2123
2026,339,21851,14_4FR,1046
2027,80,,14_4FM,1494
2028,81,27467,14_4FM,1568
2029,340,1331,14_4FR,1568
2030,270,,14_4HM,1602
2031,271,13409,14_4HM,1978
2032,272,20745,14_4HM,2300
2033,341,,14_4FR,1941
2034,273,0,14_4HM,1941
2035,342,17833,14_4FR,1269
2036,343,17850,14_4FR,1558
2037,274,9021,14_4HM,1558
2038,344,16986,14_4FR,1536
2039,345,19647,14_4FR,1951
2040,82,9832,14_4FM,2052
2041,346,23751,14_4FR,1635
2042,347,19561,14_4FR,2148
2043,275,7041,14_4HM,2148
2044,348,23276,14_4FR,1378
2045,349,,14_4FR,1526
2046,350,24227,14_4FR,1982
2047,276,25540,14_4HM,1758
2048,277,21090,14_4HM,1872
2049,278,16096,14_4HM,2088
2050,351,10178,14_4FR,2057
2051,352,,14_4FR,1088
2052,279,22680,14_4HM,1283
2053,353,10308,14_4FR,2162
2054,280,25678,14_4HM,1058
2055,354,19544,14_4FR,1129
2056,281,22922,14_4HM,1211
2057,282,12502,14_4HM,2076
2058,283,24693,14_4HM,1457
2059,355,22369,14_4FR,2286
2060,284,13954,14_4HM,1648
2061,356,13928,14_4FR,1656
2062,285,,14_4HM,1693
2063,286,21462,14_4HM,2213
2064,357,26620,14_4FR,1984
2065,287,10523,14_4HM,1984
2066,288,9314,14_4HM,1591
2067,289,23112,14_4HM,1643
2068,358,918,14_4FR,1643
2069,359,23812,14_4FR,1173
2070,360,24132,14_4FR,1381
2071,361,10437,14_4FR,1628
2072,290,11820,14_4HM,1964
2073,362,22455,14_4FR,1480
2074,291,3952,14_4HM,1480
2075,363,27631,14_4FR,2175
2076,364,20736,14_4FR,1099
2077,83,,14_4FM,1510
2078,365,12623,14_4FR,1856
2079,292,10722,14_4HM,1423
2080,366,14947,14_4FR,1238
2081,293,10777,14_4HM,1238
2082,367,,14_4FR,1401
2083,294,0,14_4HM,1401
2084,84,28210,14_4FM,1539
2085,368,17081,14_4FR,1621
2086,369,20857,14_4FR,1580
2087,295,4695,14_4HM,1580
2088,85,28529,14_4FM,1917
2089,370,1557,14_4FR,1917
2090,371,21401,14_4FR,2246
2091,86,21410,14_4FM,1172
2092,87,10886,14_4FM,2064
2093,296,27130,14_4HM,1624
2094,297,14723,14_4HM,1101
2095,372,2039,14_4FR,1101
2096,88,26706,14_4FM,1145
2097,89,,14_4FM,1598
2098,373,19915,14_4FR,1052
2099,374,15258,14_4FR,1653
2100,375,10472,14_4FR,1307
2101,298,13375,14_4HM,1736
2102,376,14463,14_4FR,1416
2103,377,26326,14_4FR,1542
2104,378,25557,14_4FR,2097
2105,299,27838,14_4HM,2040
2106,300,23985,14_4HM,2124
2107,379,2121,14_4FR,2124
2108,380,,14_4FR,1564
2109,90,,14_4FM,1942
2110,381,0,14_4FR,1942
2111,382,19535,14_4FR,1165
2112,301,9543,14_4HM,1165
2113,91,11837,14_4FM,1912
2114,92,16978,14_4FM,2077
2115,383,17194,14_4FR,2121
2116,384,23941,14_4FR,1206
2117,302,,14_4HM,1249
2118,385,12969,14_4FR,1657
2119,303,25237,14_4HM,1891
2120,304,28331,14_4HM,1144
2121,386,17176,14_4FR,1697
2122,305,5129,14_4HM,1697
2123,93,17505,14_4FM,2039
2124,387,2709,14_4FR,2039
2125,94,7603,14_4FM,1080
2126,95,8130,14_4FM,1194
2127,388,2225,14_4FR,1194
2128,389,24227,14_4FR,1559
2129,306,7361,14_4HM,1833
2130,307,22905,14_4HM,1433
2131,308,25903,14_4HM,1911
2132,96,14455,14_4FM,1988
2133,390,2333,14_4FR,1988
2134,391,20442,14_4FR,1068
2135,309,6987,14_4HM,1068
2136,392,15682,14_4FR,1107
2137,310,5124,14_4HM,1107
2138,393,15388,14_4FR,2222
2139,311,9876,14_4HM,1475
2140,394,1568,14_4FR,1475
2141,395,21747,14_4FR,1632
2142,312,15578,14_4HM,2183
2143,396,21790,14_4FR,1215
2144,313,4799,14_4HM,1215
2145,397,16770,14_4FR,1622
2146,398,12381,14_4FR,2188
2147,314,6552,14_4HM,2188
2148,315,17980,14_4HM,1935
2149,316,15448,14_4HM,1587
2150,317,19976,14_4HM,2186
2151,97,7949,14_4FM,1520
2152,399,4143,14_4FR,1520
2153,400,28693,14_4FR,1666
2154,318,7738,14_4HM,1666
2155,401,7655,14_4FR,1735
2156,319,,14_4HM,1126
2157,402,16416,14_4FR,1301
2158,320,,14_4HM,1265
2159,98,19129,14_4FM,1623
2160,403,22706,14_4FR,1853
2161,404,17548,14_4FR,2237
2162,321,8794,14_4HM,2237
2163,322,7491,14_4HM,1212
2164,99,,14_4FM,1739
2165,100,10541,14_4FM,2180
2166,405,1850,14_4FR,2180
2167,406,18775,14_4FR,1207
2168,407,14152,14_4FR,1257
2169,408,17876,14_4FR,2262
2170,323,7162,14_4HM,2262
2171,409,16433,14_4FR,1248
2172,324,9864,14_4HM,1248
2173,325,28452,14_4HM,2016
2174,410,,14_4FR,1581
2175,326,0,14_4HM,1581
2176,411,10463,14_4FR,1706
2177,101,10774,14_4FM,2022
2178,412,28668,14_4FR,2151
2179,413,,14_4FR,1241
2180,327,0,14_4HM,1241
2181,414,17859,14_4FR,1353
2182,415,8191,14_4FR,1275
2183,416,15777,14_4FR,2159
2184,328,5525,14_4HM,2159
2185,329,13245,14_4HM,1695
2186,417,1808,14_4FR,1695
2187,330,,14_4HM,1712
2188,418,0,14_4FR,1712
2189,419,,14_4FR,1926
2190,331,19509,14_4HM,2023
2191,332,28633,14_4HM,1106
2192,420,3713,14_4FR,1106
2193,421,25056,14_4FR,1424
2194,102,24771,14_4FM,1939
2195,422,3178,14_4FR,1939
2196,333,19336,14_4HM,2214
2197,423,22732,14_4FR,1439
2198,334,9723,14_4HM,1439
2199,103,,14_4FM,1963
2200,424,0,14_4FR,1963
2201,335,12312,14_4HM,2283
2202,425,16762,14_4FR,2202
2203,426,19155,14_4FR,1079
2204,336,5038,14_4HM,1079
2205,337,7508,14_4HM,1938
2206,338,,14_4HM,1109
2207,339,28650,14_4HM,1871
2208,340,14619,14_4HM,2258
2209,427,18792,14_4FR,1836
2210,428,11776,14_4FR,1866
2211,341,5544,14_4HM,1866
2212,429,20157,14_4FR,2055
2213,104,16131,14_4FM,1516
2214,430,23302,14_4FR,1775
2215,431,16649,14_4FR,1330
2216,432,14930,14_4FR,1867
2217,342,9750,14_4HM,1867
2218,433,28192,14_4FR,1930
2219,434,16140,14_4FR,2045
2220,435,24425,14_4FR,2249
2221,343,11354,14_4HM,2249
2222,436,10956,14_4FR,2296
2223,344,9200,14_4HM,2296
2224,345,24512,14_4HM,1076
2225,346,25695,14_4HM,2129
2226,437,12925,14_4FR,2277
2227,347,18697,14_4HM,1356
2228,438,1931,14_4FR,1356
2229,348,17012,14_4HM,1471
2230,439,,14_4FR,1840
2231,105,26153,14_4FM,2240
2232,349,19578,14_4HM,1996
2233,440,2055,14_4FR,1996
2234,106,18274,14_4FM,2090
2235,441,11569,14_4FR,1070
2236,350,3989,14_4HM,1070
2237,107,15889,14_4FM,2223
2238,351,24728,14_4HM,1200
2239,352,9495,14_4HM,1110
2240,108,,14_4FM,1552
2241,353,22671,14_4HM,1685
2242,442,2194,14_4FR,1685
2243,443,18757,14_4FR,1376
2244,444,18377,14_4FR,1174
2245,354,20796,14_4HM,2204
2246,355,27631,14_4HM,1071
2247,356,27821,14_4HM,1979
2248,445,14921,14_4FR,1616
2249,446,15206,14_4FR,1985
2250,109,7845,14_4FM,1261
2251,447,15371,14_4FR,1455
2252,357,,14_4HM,1806
2253,358,11526,14_4HM,1236
2254,448,28192,14_4FR,2239
2255,449,,14_4FR,1205
2256,359,15180,14_4HM,1864
2257,450,16425,14_4FR,1969
2258,451,,14_4FR,2011
2259,452,21799,14_4FR,2130
2260,453,13867,14_4FR,1740
2261,360,6333,14_4HM,1740
2262,454,,14_4FR,1316
2263,455,,14_4FR,1355
2264,456,,14_4FR,2009
2265,361,0,14_4HM,2009
2266,457,9513,14_4FR,1203
2267,458,,14_4FR,2133
2268,459,28512,14_4FR,1199
2269,362,,14_4HM,1437
2270,460,16623,14_4FR,1549
2271,363,8691,14_4HM,1549
2272,461,17565,14_4FR,1725
2273,364,11206,14_4HM,1267
2274,462,15837,14_4FR,1678
2275,463,19673,14_4FR,1498
2276,365,6937,14_4HM,1498
2277,110,28598,14_4FM,2100
2278,366,,14_4HM,1266
2279,464,,14_4FR,1824
2280,367,21660,14_4HM,1863
2281,465,,14_4FR,2075
2282,466,14265,14_4FR,1037
2283,368,3922,14_4HM,1037
2284,467,13694,14_4FR,1349
2285,468,8770,14_4FR,1112
2286,369,5638,14_4HM,1112
2287,469,,14_4FR,1290
2288,470,24996,14_4FR,1435
2289,370,8073,14_4HM,1435
2290,111,24365,14_4FM,1576
2291,471,,14_4FR,1895
2292,472,19941,14_4FR,1530
2293,371,3939,14_4HM,1530
2294,473,23509,14_4FR,1630
2295,112,,14_4FM,2018
2296,474,14550,14_4FR,1246
2297,372,10962,14_4HM,1246
2298,373,19863,14_4HM,2026
2299,475,9176,14_4FR,1504
2300,374,23380,14_4HM,1603
2301,476,14532,14_4FR,1201
2302,477,16822,14_4FR,1086
2303,478,22170,14_4FR,2271
2304,375,9553,14_4HM,2271
2305,376,18827,14_4HM,1188
2306,377,,14_4HM,1111
2307,479,,14_4FR,1419
2308,480,10057,14_4FR,1500
2309,481,22369,14_4FR,1048
2310,378,4354,14_4HM,1048
2311,113,20952,14_4FM,1599
2312,114,7776,14_4FM,1087
2313,115,9288,14_4FM,1625
2314,379,12252,14_4HM,1310
2315,380,21704,14_4HM,1083
2316,482,28279,14_4FR,1575
2317,381,,14_4HM,1875
2318,382,,14_4HM,2252
2319,483,16010,14_4FR,1391
2320,383,,14_4HM,1803
2321,484,8389,14_4FR,1332
2322,384,5228,14_4HM,1332
2323,116,8571,14_4FM,1612
2324,485,1459,14_4FR,1612
2325,486,20753,14_4FR,1958
2326,117,17461,14_4FM,1379
2327,487,,14_4FR,2241
2328,385,0,14_4HM,2241
2329,488,22715,14_4FR,1043
2330,489,7534,14_4FR,1354
2331,386,10568,14_4HM,1354
2332,490,22784,14_4FR,1461
2333,491,27389,14_4FR,1502
2334,118,13141,14_4FM,1135
2335,492,22905,14_4FR,1649
2336,493,10083,14_4FR,1832
2337,387,7152,14_4HM,1832
2338,388,24348,14_4HM,1403
2339,494,17427,14_4FR,1791
2340,495,25091,14_4FR,1486
2341,496,23630,14_4FR,1167
2342,119,23112,14_4FM,1511
2343,497,19267,14_4FR,1883
2344,389,9841,14_4HM,1883
2345,120,25402,14_4FM,2062
2346,498,24313,14_4FR,1614
2347,499,13988,14_4FR,2256
2348,500,,14_4FR,1479
2349,501,26749,14_4FR,1757
2350,502,22205,14_4FR,1153
2351,503,10636,14_4FR,1092
2352,390,12813,14_4HM,1100
2353,504,3398,14_4FR,1100
2354,505,24028,14_4FR,1350
2355,391,23933,14_4HM,1893
2356,506,2389,14_4FR,1893
2357,121,17902,14_4FM,1519
2358,507,13815,14_4FR,2171
2359,122,26525,14_4FM,1078
2360,508,3652,14_4FR,1078
2361,509,,14_4FR,1168
2362,392,,14_4HM,1487
2363,393,20857,14_4HM,2050
2364,510,18602,14_4FR,2196
2365,394,9815,14_4HM,1429
2366,123,20002,14_4FM,1692
2367,511,19241,14_4FR,2152
2368,512,25125,14_4FR,1094
2369,513,12390,14_4FR,1903
2370,395,6354,14_4HM,1903
2371,514,,14_4FR,1186
2372,396,0,14_4HM,1186
2373,124,20382,14_4FM,1103
2374,515,17436,14_4FR,1197
2375,516,11759,14_4FR,1563
2376,397,7592,14_4HM,1563
2377,125,13764,14_4FM,2219
2378,517,11578,14_4FR,1890
2379,398,5984,14_4HM,1890
2380,126,,14_4FM,2105
2381,518,0,14_4FR,2105
2382,399,7370,14_4HM,2149
2383,519,8752,14_4FR,2191
2384,400,7804,14_4HM,2191
2385,401,,14_4HM,1696
2386,520,0,14_4FR,1696
2387,521,18179,14_4FR,1793
2388,522,,14_4FR,1916
2389,127,13375,14_4FM,2099
2390,402,22473,14_4HM,1790
2391,403,26196,14_4HM,1361
2392,523,1132,14_4FR,1361
2393,524,17099,14_4FR,1243
2394,404,4660,14_4HM,1243
2395,405,8450,14_4HM,2145
2396,525,,14_4FR,1562
2397,128,,14_4FM,1990
2398,129,10437,14_4FM,1710
2399,130,8891,14_4FM,1465
2400,406,,14_4HM,1971
2401,526,22231,14_4FR,1838
2402,527,22853,14_4FR,2236
2403,528,23604,14_4FR,2106
2404,529,7785,14_4FR,1321
2405,407,8167,14_4HM,1321
2406,131,26533,14_4FM,1279
2407,530,3676,14_4FR,1279
2408,132,19604,14_4FM,1368
2409,531,4246,14_4FR,1368
2410,532,8450,14_4FR,1509
2411,408,12424,14_4HM,1986
2412,533,9115,14_4FR,1953
2413,534,23121,14_4FR,1462
2414,535,19405,14_4FR,1703
2415,409,,14_4HM,1351
2416,536,26171,14_4FR,2066
2417,133,14334,14_4FM,1601
2418,537,25885,14_4FR,1372
2419,410,11624,14_4HM,1372
2420,538,19647,14_4FR,1474
2421,539,13064,14_4FR,1691
2422,411,9208,14_4HM,1691
2423,540,9539,14_4FR,1702
2424,412,19673,14_4HM,2164
2425,541,3101,14_4FR,2164
2426,542,21211,14_4FR,1980
2427,413,7125,14_4HM,1980
2428,134,27181,14_4FM,1613
2429,543,24071,14_4FR,1452
2430,414,5914,14_4HM,1452
2431,135,21876,14_4FM,1254
2432,544,,14_4FR,1318
2433,415,0,14_4HM,1318
2434,545,27346,14_4FR,1389
2435,416,11083,14_4HM,1389
2436,417,24952,14_4HM,1924
2437,546,7525,14_4FR,2025
2438,418,4780,14_4HM,2025
2439,136,14878,14_4FM,2021
2440,419,18429,14_4HM,2281
2441,137,24615,14_4FM,1367
2442,547,22516,14_4FR,1886
2443,548,22110,14_4FR,2115
2444,549,11889,14_4FR,2291
2445,420,,14_4HM,1124
2446,550,0,14_4FR,1124
2447,551,17764,14_4FR,1794
2448,138,9599,14_4FM,1312
2449,552,19388,14_4FR,1811
2450,421,,14_4HM,2120
2451,139,20987,14_4FM,1780
2452,553,4289,14_4FR,1780
2453,554,8009,14_4FR,2147
2454,140,11526,14_4FM,1967
2455,141,7612,14_4FM,2153
2456,555,,14_4FR,1183
2457,142,25548,14_4FM,1636
2458,556,3811,14_4FR,1636
2459,557,20364,14_4FR,2284
2460,143,22533,14_4FM,2177
2461,422,,14_4HM,1247
2462,558,0,14_4FR,1247
2463,559,12070,14_4FR,1675
2464,560,18766,14_4FR,2012
2465,144,21298,14_4FM,2268
2466,145,22127,14_4FM,1615
2467,561,2002,14_4FR,1615
2468,423,20114,14_4HM,1896
2469,562,22196,14_4FR,1826
2470,146,25151,14_4FM,1175
2471,424,,14_4HM,1449
2472,563,28598,14_4FR,1659
2473,425,13936,14_4HM,2275
2474,564,3731,14_4FR,2275
2475,565,7292,14_4FR,1637
2476,426,12027,14_4HM,1846
2477,427,,14_4HM,1868
2478,428,14230,14_4HM,1125
2479,566,13694,14_4FR,1436
2480,429,28590,14_4HM,1535
2481,567,2841,14_4FR,1535
2482,568,,14_4FR,1686
2483,430,0,14_4HM,1686
2484,431,0,14_4HM,2265
2485,432,19068,14_4HM,1133
2486,569,1987,14_4FR,1133
2487,570,22481,14_4FR,1733
2488,571,18438,14_4FR,2285
2489,572,28477,14_4FR,1728
2490,433,4106,14_4HM,1728
2491,573,,14_4FR,1523
2492,434,17919,14_4HM,1427
2493,435,,14_4HM,1244
2494,436,17876,14_4HM,1340
2495,574,3181,14_4FR,1340
2496,575,8865,14_4FR,1899
2497,576,13254,14_4FR,1386
2498,147,25272,14_4FM,1524
2499,577,3256,14_4FR,1524
2500,578,23181,14_4FR,1777
2501,437,5660,14_4HM,1777
2502,438,12277,14_4HM,1065
2503,439,20278,14_4HM,1221
2504,579,1375,14_4FR,1221
2505,580,23760,14_4FR,1827
2506,440,9331,14_4HM,2007
2507,581,1434,14_4FR,2007
2508,441,17513,14_4HM,1492
2509,442,10878,14_4HM,1309
2510,582,21531,14_4FR,2059
2511,443,4217,14_4HM,2059
2512,444,11629,14_4HM,2131
2513,583,1326,14_4FR,2131
2514,584,,14_4FR,1331
2515,445,8899,14_4HM,1047
2516,585,15924,14_4FR,1709
2517,446,9456,14_4HM,1709
2518,586,,14_4FR,1719
2519,587,,14_4FR,2137
2520,447,0,14_4HM,2137
2521,448,13245,14_4HM,1143
2522,588,20485,14_4FR,1545
2523,589,,14_4FR,2063
2524,148,23527,14_4FM,2117
2525,149,20736,14_4FM,1185
2526,590,18498,14_4FR,1294
2527,449,19189,14_4HM,1383
2528,450,19215,14_4HM,1137
2529,591,19388,14_4FR,1224
2530,150,23838,14_4FM,1459
2531,592,19077,14_4FR,2068
2532,593,17600,14_4FR,1847
2533,451,7825,14_4HM,1847
2534,594,19932,14_4FR,1298
2535,452,5231,14_4HM,1298
2536,453,,14_4HM,2002
2537,595,,14_4FR,2163
2538,596,16122,14_4FR,2248
2539,454,5023,14_4HM,2248
2540,597,19639,14_4FR,2138
2541,598,,14_4FR,1286
2542,455,0,14_4HM,1286
2543,456,21635,14_4HM,2289
2544,151,16848,14_4FM,1488
2545,599,15682,14_4FR,1064
2546,600,20615,14_4FR,1745
2547,601,14092,14_4FR,2053
2548,602,26819,14_4FR,1548
2549,457,11906,14_4HM,1522
2550,603,25747,14_4FR,2084
2551,604,11699,14_4FR,2243
2552,605,12226,14_4FR,1300
2553,458,4964,14_4HM,1300
2554,152,14152,14_4FM,1715
2555,606,21851,14_4FR,1927
2556,459,10031,14_4HM,1927
2557,607,7845,14_4FR,1726
2558,608,9444,14_4FR,2156
2559,609,,14_4FR,1346
2560,610,14481,14_4FR,1674
2561,460,23993,14_4HM,1334
2562,611,2820,14_4FR,1334
2563,612,8484,14_4FR,1453
2564,461,17902,14_4HM,1495
2565,462,15215,14_4HM,1609
2566,613,17721,14_4FR,1627
2567,614,14869,14_4FR,2079
2568,153,21730,14_4FM,1634
2569,154,8078,14_4FM,2041
2570,615,21643,14_4FR,1798
2571,616,14472,14_4FR,1723
2572,463,5488,14_4HM,1723
2573,464,11249,14_4HM,2173
2574,617,15224,14_4FR,1237
2575,465,,14_4HM,1861
2576,618,,14_4FR,2253
2577,619,13617,14_4FR,1131
2578,620,17565,14_4FR,1947
2579,621,27380,14_4FR,2118
2580,622,7491,14_4FR,1936
2581,466,,14_4HM,2166
2582,467,19786,14_4HM,1879
2583,623,1371,14_4FR,1879
2584,468,26015,14_4HM,1761
2585,469,23293,14_4HM,1164
2586,624,,14_4FR,1664
2587,470,23846,14_4HM,2170
2588,471,10437,14_4HM,2295
2589,625,,14_4FR,1531
2590,472,25125,14_4HM,1550
2591,626,27285,14_4FR,1075
2592,473,18922,14_4HM,1534
2593,627,12969,14_4FR,1976
2594,628,27441,14_4FR,1981
2595,474,8156,14_4HM,1313
2596,629,28106,14_4FR,1608
2597,475,7107,14_4HM,1608
2598,476,7456,14_4HM,1154
2599,477,16364,14_4HM,1565
2600,630,2669,14_4FR,1565
2601,155,27190,14_4FM,1784
2602,478,19388,14_4HM,2228
2603,631,15941,14_4FR,1421
2604,479,7439,14_4HM,2017
2605,480,24866,14_4HM,2174
2606,632,1150,14_4FR,2174
2607,633,20814,14_4FR,1755
2608,481,11161,14_4HM,1755
2609,634,12735,14_4FR,1699
2610,635,10031,14_4FR,1834
2611,482,11120,14_4HM,1834
2612,483,19682,14_4HM,1876
2613,636,3865,14_4FR,1876
2614,484,28486,14_4HM,2042
2615,637,26672,14_4FR,2073
2616,485,25808,14_4HM,2226
2617,486,,14_4HM,1799
2618,638,0,14_4FR,1799
2619,487,10567,14_4HM,1815
2620,639,1815,14_4FR,1815
2621,488,27363,14_4HM,2103
2622,156,15388,14_4FM,1365
2623,640,13634,14_4FR,1577
2624,641,21410,14_4FR,1862
2625,642,26490,14_4FR,1641
2626,489,26015,14_4HM,1975
2627,490,9945,14_4HM,1198
2628,643,18688,14_4FR,1989
2629,491,5064,14_4HM,1989
2630,492,23077,14_4HM,2027
2631,644,1632,14_4FR,2027
2632,645,23916,14_4FR,1428
2633,493,12001,14_4HM,2030
2634,646,13807,14_4FR,1556
2635,647,8139,14_4FR,2070
2636,494,7759,14_4HM,2293
2637,495,18965,14_4HM,2132
2638,496,18930,14_4HM,1036
2639,648,28287,14_4FR,1845
2640,649,27095,14_4FR,1821
2641,157,19043,14_4FM,2126
