Id,SignUpDate,Cost,SponsorshipTarget,RunnerId,CharityId,RaceKitOptionId,SignUpStatusId
1981,2014-12-04 15:27:22.0000000,30.00,200.00,2151,11,C,4
1982,2014-12-04 16:37:38.0000000,30.00,200.00,1252,11,C,4
1985,2014-08-02 15:38:44.0000000,20.00,150.00,1212,13,B,4
1993,2014-05-03 13:37:21.0000000,20.00,10.00,1197,12,B,4
1995,2014-08-04 07:13:09.0000000,30.00,200.00,1419,13,C,4
1997,2014-09-03 21:15:59.0000000,0.00,50.00,2008,13,A,3
1998,2014-11-02 14:19:49.0000000,0.00,500.00,1798,13,A,4
2002,2014-02-03 12:21:45.0000000,0.00,50.00,1303,13,A,3
2005,2014-11-04 15:01:09.0000000,0.00,100.00,2034,11,A,4
2006,2014-01-02 10:13:00.0000000,20.00,150.00,1926,12,B,4
2008,2014-10-03 12:08:12.0000000,0.00,100.00,1324,13,A,4
2012,2014-09-04 09:20:18.0000000,0.00,500.00,1261,13,A,4
2015,2014-02-04 18:10:39.0000000,20.00,10.00,1746,13,B,4
2018,2014-02-04 14:44:53.0000000,0.00,50.00,2364,13,A,3
2020,2014-04-04 16:08:15.0000000,20.00,10.00,1818,13,B,4
2023,2014-05-04 14:28:54.0000000,0.00,100.00,1866,11,A,4
2025,2014-10-02 20:56:50.0000000,30.00,200.00,2159,12,C,4
2026,2014-10-03 12:38:44.0000000,30.00,200.00,1683,13,C,4
2028,2014-12-02 14:00:58.0000000,0.00,50.00,1240,11,A,3
2030,2014-03-05 22:48:26.0000000,20.00,150.00,1424,11,B,4
2031,2014-12-04 13:16:11.0000000,20.00,150.00,1876,13,B,4
2033,2014-09-02 07:52:54.0000000,30.00,200.00,1231,11,C,4
2035,2014-08-02 16:56:12.0000000,20.00,150.00,1616,12,B,4
2037,2014-05-03 16:22:05.0000000,0.00,500.00,2362,13,A,4
2039,2014-08-03 15:55:26.0000000,0.00,100.00,1965,11,A,4
2040,2014-05-04 18:35:43.0000000,0.00,100.00,2220,11,A,4
2043,2014-12-04 10:48:52.0000000,30.00,200.00,1950,12,C,4
2044,2014-10-02 07:58:48.0000000,20.00,10.00,1478,13,B,4
2049,2014-08-03 09:16:51.0000000,20.00,10.00,2240,12,B,4
2052,2014-03-05 12:35:00.0000000,20.00,150.00,1220,12,B,4
2053,2014-12-03 21:47:40.0000000,0.00,100.00,2135,13,A,4
2057,2014-09-02 10:18:55.0000000,0.00,100.00,1794,11,A,4
2058,2014-04-04 10:28:16.0000000,20.00,10.00,1517,13,B,4
2064,2014-01-03 17:22:51.0000000,20.00,150.00,1278,11,B,4
2067,2014-02-02 08:48:55.0000000,30.00,200.00,1574,13,C,4
2071,2014-05-03 08:03:42.0000000,0.00,100.00,1767,12,A,4
2074,2014-03-02 19:15:36.0000000,0.00,100.00,2183,12,A,4
2076,2014-03-03 13:17:20.0000000,0.00,100.00,1473,11,A,4
2078,2014-09-04 08:56:15.0000000,30.00,200.00,2325,11,C,4
2083,2014-03-03 06:48:58.0000000,20.00,150.00,1287,12,B,4
2084,2014-05-03 06:02:01.0000000,30.00,200.00,1845,12,C,4
2092,2014-11-02 17:59:51.0000000,0.00,100.00,2102,11,A,4
2095,2014-12-04 20:02:33.0000000,0.00,500.00,1320,12,A,4
2100,2014-07-02 14:25:09.0000000,0.00,500.00,1509,11,A,4
2104,2014-08-02 08:13:29.0000000,0.00,100.00,1306,11,A,4
2105,2014-01-03 14:35:23.0000000,0.00,50.00,2144,12,A,3
2107,2014-05-05 16:30:00.0000000,0.00,500.00,1211,12,A,4
2108,2014-12-02 17:36:32.0000000,30.00,200.00,1262,12,C,4
2110,2014-08-03 08:14:38.0000000,0.00,500.00,1117,13,A,4
2113,2014-12-02 20:26:36.0000000,20.00,10.00,1476,12,B,4
2115,2014-09-04 08:50:47.0000000,20.00,150.00,1160,13,B,4
2116,2014-03-04 21:03:19.0000000,0.00,100.00,1524,12,A,4
2124,2014-05-05 14:02:50.0000000,20.00,150.00,1290,11,B,4
2125,2014-08-02 09:11:48.0000000,20.00,150.00,1224,13,B,4
2127,2014-02-04 18:52:51.0000000,30.00,200.00,1674,11,C,4
2129,2014-04-02 07:38:47.0000000,20.00,10.00,1864,13,B,4
2134,2014-07-03 12:20:36.0000000,20.00,10.00,1741,12,B,4
2135,2014-12-03 20:54:14.0000000,20.00,150.00,1959,11,B,4
2140,2014-09-04 19:35:28.0000000,0.00,100.00,1342,11,A,4
2156,2014-05-02 14:42:26.0000000,0.00,100.00,1176,11,A,4
2158,2014-06-04 19:52:11.0000000,20.00,10.00,1487,12,B,4
2160,2014-06-04 20:06:35.0000000,0.00,500.00,1443,12,A,4
2161,2014-05-02 17:10:11.0000000,20.00,150.00,2343,12,B,4
2162,2014-02-02 21:17:25.0000000,20.00,10.00,1358,12,B,4
2166,2014-02-04 17:28:02.0000000,0.00,50.00,2152,11,A,3
2167,2014-10-04 06:48:49.0000000,0.00,50.00,1244,13,A,3
2171,2014-11-02 17:24:43.0000000,30.00,200.00,1880,11,C,4
2180,2014-01-03 20:11:11.0000000,20.00,10.00,1696,11,B,4
2184,2014-02-02 10:39:56.0000000,30.00,200.00,1976,13,C,4
2186,2014-03-02 21:32:07.0000000,0.00,100.00,1393,13,A,4
2193,2014-01-04 10:10:34.0000000,20.00,10.00,1967,12,B,4
2195,2014-03-04 14:00:40.0000000,0.00,100.00,1126,13,A,4
2198,2014-06-03 20:08:44.0000000,20.00,10.00,1402,11,B,4
2212,2014-11-02 08:34:39.0000000,30.00,200.00,2025,12,C,4
2213,2014-01-02 11:54:06.0000000,20.00,10.00,1386,12,B,4
2214,2014-06-04 14:25:18.0000000,0.00,500.00,1577,12,A,4
2215,2014-09-04 18:20:36.0000000,0.00,100.00,1944,11,A,4
2218,2014-09-03 15:26:04.0000000,20.00,150.00,1930,13,B,4
2222,2014-10-02 08:11:46.0000000,0.00,500.00,1466,11,A,4
2223,2014-06-03 06:25:03.0000000,20.00,150.00,1571,12,B,4
2224,2014-12-04 09:06:55.0000000,20.00,10.00,1620,11,B,4
2226,2014-10-02 15:31:41.0000000,20.00,10.00,2365,11,B,4
2227,2014-01-03 17:55:58.0000000,0.00,50.00,1666,11,A,3
2228,2014-01-02 14:23:43.0000000,0.00,500.00,1881,13,A,4
2234,2014-02-03 15:18:09.0000000,30.00,200.00,2079,11,C,4
2241,2014-01-04 14:49:55.0000000,0.00,50.00,2173,12,A,3
2244,2014-02-05 06:53:34.0000000,20.00,10.00,1299,12,B,4
2248,2014-05-04 20:14:47.0000000,0.00,500.00,1209,11,A,4
2249,2014-02-03 11:34:39.0000000,0.00,500.00,2075,11,A,4
2251,2014-09-03 12:42:29.0000000,0.00,500.00,2130,13,A,4
2256,2014-03-03 15:13:49.0000000,30.00,200.00,1529,13,C,4
2257,2014-05-03 11:51:22.0000000,0.00,50.00,2016,12,A,3
2258,2014-06-04 14:44:10.0000000,0.00,500.00,2179,12,A,4
2259,2014-01-05 21:39:27.0000000,20.00,10.00,1385,12,B,4
2262,2014-02-03 06:42:29.0000000,20.00,10.00,1962,13,B,4
2263,2014-08-02 16:29:00.0000000,0.00,50.00,1878,13,A,3
2265,2014-06-05 08:18:40.0000000,0.00,50.00,1750,12,A,3
2266,2014-10-02 17:05:00.0000000,0.00,500.00,2127,12,A,4
2267,2014-05-03 18:38:01.0000000,30.00,200.00,1919,11,C,4
2278,2014-09-02 08:53:05.0000000,30.00,200.00,2107,11,C,4
2284,2014-09-02 22:02:30.0000000,30.00,200.00,1364,13,C,4
2291,2014-10-03 16:14:10.0000000,20.00,10.00,1166,12,B,4
2294,2014-05-02 08:01:49.0000000,0.00,500.00,1449,12,A,4
2297,2014-11-04 18:58:28.0000000,30.00,200.00,1713,12,C,4
2298,2014-07-03 08:55:32.0000000,30.00,200.00,2109,13,C,4
2299,2014-06-05 10:32:36.0000000,0.00,50.00,1717,11,A,3
2300,2014-10-03 07:59:05.0000000,0.00,100.00,2198,13,A,4
2301,2015-11-04 13:26:24.0000000,20.00,200.00,2378,5,A,2
2302,2015-11-07 05:55:06.0000000,0.00,50.00,3013,4,B,1
2305,2015-09-04 17:38:50.0000000,20.00,20.00,2800,3,B,3
2312,2015-02-06 15:16:42.0000000,0.00,1000.00,4242,4,A,2
2313,2015-09-06 16:04:31.0000000,20.00,30.00,4252,3,B,2
2315,2015-01-07 14:08:27.0000000,20.00,200.00,2426,10,B,2
2316,2015-07-06 15:44:47.0000000,20.00,25.00,3440,10,B,2
2320,2015-09-06 08:46:36.0000000,20.00,1000.00,4235,8,B,3
2325,2015-07-04 11:12:03.0000000,0.00,100.00,4019,3,A,1
2326,2015-03-04 18:01:09.0000000,20.00,50.00,4108,8,B,2
2327,2015-07-05 18:17:51.0000000,0.00,50.00,4636,7,B,2
2335,2015-09-07 07:42:14.0000000,45.00,150.00,3424,5,B,3
2337,2015-10-04 05:01:41.0000000,0.00,40.00,3172,10,B,1
2338,2015-05-05 15:42:20.0000000,45.00,200.00,3421,2,B,3
2344,2015-02-07 10:45:50.0000000,0.00,50.00,2996,7,B,1
2346,2015-02-04 13:26:50.0000000,45.00,2000.00,5050,3,B,3
2347,2015-04-07 07:15:19.0000000,45.00,30.00,3073,10,B,3
2348,2015-09-06 22:45:24.0000000,45.00,25.00,4588,5,B,3
2349,2015-08-05 06:07:38.0000000,0.00,5000.00,3192,7,A,2
2352,2015-08-05 13:32:01.0000000,45.00,40.00,4555,2,B,3
2354,2015-03-06 22:10:34.0000000,20.00,50.00,3114,7,B,3
2358,2015-01-08 07:20:30.0000000,20.00,50.00,4620,4,A,2
2361,2015-11-07 19:56:56.0000000,0.00,2000.00,4392,10,B,2
2365,2015-02-07 13:52:45.0000000,0.00,100.00,4351,1,B,2
2366,2015-03-07 11:12:55.0000000,0.00,100.00,4582,2,B,1
2369,2015-04-05 11:02:15.0000000,45.00,1000.00,4702,5,A,3
2376,2015-11-07 12:54:26.0000000,0.00,100.00,4032,6,A,2
2378,2015-01-04 11:19:58.0000000,45.00,30.00,2672,10,B,3
2379,2015-08-07 21:35:25.0000000,20.00,100.00,3972,10,A,3
2383,2015-07-07 15:38:01.0000000,0.00,150.00,2451,4,B,2
2385,2015-08-04 16:41:57.0000000,0.00,25.00,3136,5,B,1
2388,2015-12-05 12:08:21.0000000,20.00,20.00,3668,9,B,2
2389,2015-06-07 06:44:56.0000000,0.00,20.00,4055,5,B,1
2390,2015-02-06 07:51:01.0000000,0.00,1000.00,4209,8,B,1
2391,2015-01-08 10:29:08.0000000,20.00,1000.00,4261,9,A,3
2393,2015-08-05 20:15:22.0000000,45.00,500.00,4472,8,B,3
2396,2015-10-04 17:53:23.0000000,0.00,300.00,3834,10,B,1
2398,2015-10-05 14:22:08.0000000,0.00,300.00,4621,6,B,1
2401,2015-07-06 13:56:38.0000000,0.00,25.00,3365,8,B,1
2406,2015-12-04 08:46:11.0000000,0.00,200.00,3269,3,B,2
2407,2015-05-06 18:57:45.0000000,0.00,200.00,3288,10,B,2
2409,2015-06-04 12:17:17.0000000,0.00,50.00,3783,5,B,2
2414,2015-12-04 10:15:10.0000000,0.00,30.00,2688,8,B,2
2416,2015-06-06 13:55:47.0000000,0.00,150.00,3166,10,B,1
2417,2015-12-04 06:54:17.0000000,0.00,40.00,3392,8,A,1
2421,2015-01-04 10:15:45.0000000,0.00,500.00,2395,3,A,2
2422,2015-08-07 14:31:55.0000000,45.00,100.00,3353,1,B,3
2423,2015-10-04 15:48:14.0000000,0.00,20.00,3576,9,B,1
2426,2015-03-05 20:38:07.0000000,20.00,100.00,3409,5,B,2
2429,2015-08-07 05:11:11.0000000,20.00,50.00,2794,5,B,3
2430,2015-10-07 07:49:52.0000000,0.00,200.00,3487,9,B,1
2431,2015-08-07 16:14:53.0000000,0.00,100.00,3663,1,B,2
2432,2015-01-07 18:43:38.0000000,0.00,25.00,3854,2,B,2
2433,2015-06-06 15:26:12.0000000,0.00,50.00,3918,4,B,2
2443,2015-08-05 06:58:19.0000000,45.00,50.00,4169,1,B,3
2447,2015-04-07 22:43:49.0000000,0.00,150.00,3588,7,B,1
2451,2015-06-04 19:28:25.0000000,20.00,100.00,3998,4,B,2
2456,2015-12-05 18:00:17.0000000,20.00,50.00,2608,9,B,2
2457,2015-12-07 06:24:12.0000000,20.00,50.00,3251,6,B,2
2460,2015-01-05 05:38:59.0000000,20.00,25.00,4821,4,B,2
2462,2015-07-04 08:13:21.0000000,20.00,20.00,4646,8,B,3
2470,2015-07-06 19:21:30.0000000,45.00,150.00,3014,10,B,3
2472,2015-11-06 13:52:54.0000000,0.00,150.00,3436,2,B,2
2476,2015-05-06 20:00:40.0000000,0.00,40.00,4238,9,C,2
2477,2015-08-04 06:41:46.0000000,45.00,150.00,4338,8,B,3
2482,2015-04-07 07:52:54.0000000,0.00,100.00,5177,1,B,2
2486,2015-07-05 16:11:34.0000000,20.00,300.00,3871,8,B,2
2487,2015-02-06 15:37:00.0000000,0.00,1000.00,4685,8,B,1
2490,2015-09-05 07:23:57.0000000,20.00,1000.00,3284,2,B,2
2492,2015-03-04 15:40:45.0000000,45.00,300.00,4936,3,C,3
2495,2015-04-05 08:20:15.0000000,20.00,100.00,2575,3,C,2
2496,2015-11-06 16:20:56.0000000,0.00,500.00,4911,10,B,1
2498,2015-01-05 22:27:33.0000000,45.00,500.00,2633,10,A,3
2499,2015-12-05 09:56:53.0000000,0.00,25.00,3094,2,B,2
2504,2015-01-07 12:44:21.0000000,0.00,40.00,2867,10,B,1
2508,2015-02-06 12:02:36.0000000,45.00,1000.00,2738,6,A,3
2516,2015-04-04 13:01:12.0000000,20.00,100.00,2885,9,B,3
2517,2015-03-05 17:46:45.0000000,20.00,100.00,3312,8,B,3
2522,2015-03-04 14:01:49.0000000,20.00,50.00,3604,2,B,3
2527,2015-08-04 09:29:23.0000000,0.00,100.00,3861,1,B,1
2529,2015-09-07 20:57:33.0000000,0.00,100.00,3020,8,B,1
2533,2015-01-07 07:00:37.0000000,0.00,5000.00,3287,6,A,2
2534,2015-08-05 20:39:24.0000000,0.00,100.00,3750,5,B,1
2538,2015-07-04 07:26:59.0000000,45.00,50.00,4144,1,B,3
2542,2015-02-04 18:35:08.0000000,45.00,40.00,4728,2,A,3
2543,2015-08-04 08:13:29.0000000,45.00,40.00,2468,8,B,3
2545,2015-05-06 18:00:52.0000000,0.00,50.00,4652,9,B,2
2553,2015-01-08 05:44:53.0000000,0.00,50.00,4179,4,B,1
2558,2015-01-04 21:46:31.0000000,45.00,50.00,4851,9,A,3
2562,2015-03-04 20:32:38.0000000,0.00,30.00,4632,10,A,1
2565,2015-02-06 10:14:18.0000000,45.00,200.00,3893,3,B,3
2570,2015-06-05 16:44:59.0000000,45.00,25.00,2770,9,B,3
2571,2015-02-05 16:20:56.0000000,45.00,100.00,2780,1,B,3
2573,2015-11-05 15:38:53.0000000,20.00,50.00,4807,2,B,2
2576,2015-11-07 08:47:11.0000000,20.00,100.00,3768,1,B,2
2579,2015-09-06 19:59:48.0000000,0.00,40.00,3974,1,B,1
2584,2015-01-08 16:20:04.0000000,20.00,5000.00,3102,2,B,3
2589,2015-11-06 10:58:39.0000000,45.00,25.00,4570,8,B,3
2591,2015-02-06 08:47:54.0000000,0.00,25.00,2839,1,B,1
2593,2015-11-06 09:23:11.0000000,20.00,1000.00,4956,4,B,2
2601,2015-11-05 16:30:26.0000000,0.00,2000.00,3317,3,B,1
2605,2015-09-05 06:18:52.0000000,0.00,25.00,4173,7,B,1
2606,2015-09-05 20:21:50.0000000,20.00,30.00,4910,8,B,2
2607,2015-12-05 14:31:47.0000000,20.00,500.00,2758,4,B,3
2608,2015-11-04 07:40:48.0000000,0.00,20.00,2910,10,B,1
2609,2015-08-06 08:07:18.0000000,0.00,150.00,3133,2,C,1
2611,2015-11-05 15:31:24.0000000,20.00,25.00,3926,6,A,2
2613,2015-11-04 15:33:24.0000000,45.00,2000.00,2532,7,B,3
2614,2015-07-06 11:29:28.0000000,20.00,100.00,2964,7,C,2
2618,2015-02-05 11:32:21.0000000,0.00,500.00,2384,4,A,2
2619,2015-09-07 11:10:28.0000000,0.00,100.00,3032,7,B,2
2622,2015-06-07 08:47:37.0000000,20.00,500.00,2942,8,B,3
2629,2015-11-06 18:04:19.0000000,45.00,30.00,4703,9,B,3
2630,2015-07-05 09:49:41.0000000,0.00,1000.00,4953,1,B,1
2632,2015-11-05 19:17:02.0000000,20.00,20.00,2873,1,A,2
2634,2015-09-05 20:36:23.0000000,45.00,40.00,2788,7,B,3
2637,2015-10-06 07:30:09.0000000,0.00,100.00,3352,2,B,1
2639,2015-07-06 18:38:18.0000000,0.00,1000.00,4207,2,B,1
2641,2015-07-06 10:27:07.0000000,20.00,150.00,4334,2,B,2
2656,2015-03-06 06:02:10.0000000,0.00,20.00,4110,2,B,1
2657,2015-11-04 12:09:56.0000000,45.00,40.00,4955,7,C,3
2658,2015-04-06 13:03:13.0000000,0.00,150.00,2509,5,A,2
2659,2015-09-07 13:14:44.0000000,20.00,1000.00,2965,1,B,3
2660,2015-10-04 21:45:22.0000000,20.00,200.00,3590,4,B,2
2662,2015-07-06 13:20:04.0000000,0.00,300.00,4758,1,B,1
2663,2015-04-07 15:34:34.0000000,0.00,50.00,2415,1,A,1
2664,2015-03-04 17:31:55.0000000,0.00,30.00,2507,6,B,2
2665,2015-08-07 15:12:14.0000000,20.00,1000.00,4101,2,A,3
2668,2015-05-07 17:08:18.0000000,20.00,100.00,3150,9,B,2
2672,2015-04-06 12:06:29.0000000,45.00,300.00,3394,3,C,3
2674,2015-09-06 18:41:54.0000000,20.00,200.00,4331,4,A,2
2679,2015-06-04 10:16:45.0000000,20.00,25.00,3730,4,A,2
2681,2015-10-04 15:08:21.0000000,0.00,50.00,4524,3,A,1
2683,2015-02-05 21:41:37.0000000,20.00,1000.00,2834,8,B,2
2694,2015-01-07 10:54:03.0000000,20.00,20.00,3864,3,B,2
2696,2015-08-06 07:53:02.0000000,0.00,50.00,3210,8,B,2
2699,2015-10-07 06:30:23.0000000,20.00,150.00,3492,3,B,3
2700,2015-02-05 11:54:58.0000000,20.00,100.00,4273,1,C,2
2701,2015-03-06 08:41:34.0000000,0.00,50.00,4398,7,B,2
2702,2015-07-06 05:28:54.0000000,20.00,100.00,2726,1,B,3
2703,2015-01-07 13:20:30.0000000,0.00,100.00,3811,4,B,1
2704,2015-08-06 05:46:28.0000000,0.00,100.00,4715,1,B,2
2708,2015-08-06 05:04:34.0000000,0.00,5000.00,2546,10,B,1
2710,2015-03-05 10:41:23.0000000,0.00,100.00,4771,3,B,1
2712,2015-02-04 22:55:12.0000000,0.00,20.00,4938,8,B,2
2714,2015-06-05 14:41:34.0000000,0.00,5000.00,4954,1,B,2
2715,2015-07-05 16:17:37.0000000,0.00,100.00,4358,4,A,1
2717,2015-09-06 11:41:51.0000000,0.00,20.00,3801,4,B,2
2719,2015-02-07 22:25:24.0000000,45.00,40.00,4926,5,B,3
2721,2015-05-05 18:27:39.0000000,0.00,40.00,3027,6,B,1
2724,2015-12-05 06:45:22.0000000,0.00,25.00,4228,2,B,2
2729,2015-02-04 22:12:00.0000000,0.00,25.00,3873,3,C,2
2731,2015-09-04 18:18:17.0000000,20.00,50.00,3274,5,B,3
2736,2015-10-05 19:38:38.0000000,20.00,20.00,4775,6,B,3
2737,2015-05-05 11:18:32.0000000,0.00,5000.00,2840,9,B,1
2739,2015-11-06 07:20:30.0000000,0.00,25.00,3241,3,B,2
2741,2015-06-06 12:58:45.0000000,20.00,50.00,2803,5,B,2
2745,2015-05-05 21:38:10.0000000,20.00,2000.00,3206,9,B,3
2750,2015-11-04 21:04:28.0000000,45.00,50.00,4367,1,B,3
2754,2015-10-06 06:04:45.0000000,45.00,50.00,4539,7,B,3
2762,2015-09-04 18:19:09.0000000,45.00,40.00,4822,1,B,3
2764,2015-09-05 17:22:16.0000000,0.00,50.00,4438,10,B,1
2765,2015-09-04 05:56:41.0000000,0.00,1000.00,4656,6,B,2
2767,2015-04-07 21:10:57.0000000,20.00,2000.00,2553,7,B,2
2768,2015-09-06 16:54:55.0000000,0.00,300.00,2616,7,B,1
2775,2015-11-07 18:53:51.0000000,0.00,40.00,2766,9,B,2
2779,2015-02-05 12:23:02.0000000,20.00,150.00,3283,10,B,2
2780,2015-11-07 18:42:37.0000000,0.00,200.00,2703,4,B,1
2781,2015-06-04 12:17:08.0000000,20.00,50.00,2989,8,B,3
2782,2015-09-05 20:50:04.0000000,0.00,50.00,3553,7,B,1
2784,2015-07-04 22:53:20.0000000,20.00,25.00,2819,1,B,2
2785,2015-11-06 11:47:37.0000000,0.00,150.00,2925,5,B,2
2794,2015-12-07 09:12:58.0000000,0.00,5000.00,4029,10,B,1
2795,2015-10-06 14:15:13.0000000,45.00,50.00,4271,1,C,3
2797,2015-06-05 22:45:24.0000000,20.00,150.00,2506,2,B,2
2799,2015-01-08 10:29:43.0000000,20.00,20.00,3981,2,B,3
2800,2015-11-05 18:07:47.0000000,20.00,2000.00,4706,7,A,3
2801,2015-05-07 08:19:06.0000000,45.00,50.00,4994,3,B,3
2802,2015-02-07 14:21:50.0000000,0.00,20.00,3096,1,B,1
2806,2015-04-04 05:08:18.0000000,0.00,30.00,3141,3,B,2
2807,2015-06-05 07:44:15.0000000,0.00,50.00,3182,6,B,2
2808,2015-07-04 09:17:17.0000000,20.00,100.00,3725,2,B,3
2809,2015-10-04 19:48:00.0000000,20.00,100.00,4378,4,B,2
2816,2015-06-05 16:08:24.0000000,0.00,50.00,4856,1,B,1
2817,2015-12-07 22:37:55.0000000,20.00,30.00,3193,8,B,3
2819,2015-11-06 12:59:54.0000000,0.00,150.00,3680,7,B,1
2820,2015-01-06 09:59:20.0000000,0.00,30.00,3804,1,B,1
2823,2015-06-07 16:18:29.0000000,45.00,50.00,2628,7,B,3
2825,2015-02-04 18:54:00.0000000,0.00,100.00,3562,10,A,1
2827,2015-11-04 14:33:13.0000000,0.00,40.00,2898,2,A,1
2830,2015-10-05 05:04:25.0000000,0.00,25.00,4492,7,B,1
2832,2015-01-05 05:22:08.0000000,20.00,100.00,5035,10,B,3
2834,2015-08-07 18:33:59.0000000,0.00,100.00,2957,10,A,1
2836,2015-11-05 05:10:02.0000000,0.00,50.00,3459,5,B,1
2846,2015-06-04 18:08:30.0000000,45.00,100.00,3662,3,A,3
2849,2015-08-07 14:34:48.0000000,0.00,300.00,4064,8,B,2
2850,2015-06-07 13:35:02.0000000,0.00,20.00,4289,5,B,1
2851,2015-01-08 09:47:23.0000000,20.00,150.00,4477,9,B,2
2855,2015-07-06 16:06:14.0000000,0.00,200.00,3762,5,B,2
2856,2015-05-06 13:13:18.0000000,20.00,20.00,3841,4,B,2
2857,2015-07-05 20:11:02.0000000,0.00,50.00,3899,4,B,2
2859,2015-08-06 06:42:12.0000000,20.00,25.00,2494,8,B,3
2860,2015-10-05 15:14:07.0000000,0.00,2000.00,2662,4,C,1
2862,2015-09-05 20:59:25.0000000,20.00,25.00,3081,2,B,2
2864,2015-11-04 19:56:12.0000000,20.00,200.00,4411,6,B,3
2865,2015-07-04 14:26:36.0000000,0.00,2000.00,4693,3,B,2
2867,2015-04-06 18:59:54.0000000,45.00,50.00,3670,6,B,3
2868,2015-06-06 20:33:39.0000000,20.00,200.00,4372,10,B,2
2872,2015-03-05 15:06:12.0000000,0.00,100.00,4102,3,B,1
2873,2015-02-06 07:49:18.0000000,20.00,50.00,4420,7,B,2
2874,2015-11-04 09:30:49.0000000,0.00,150.00,4924,8,B,1
2875,2015-04-06 06:04:02.0000000,45.00,25.00,3280,10,B,3
2876,2015-04-06 13:40:48.0000000,45.00,25.00,3551,1,B,3
2884,2015-11-06 05:13:21.0000000,0.00,2000.00,2761,5,A,1
2890,2015-01-04 12:37:52.0000000,20.00,1000.00,5086,4,B,3
2892,2015-04-06 08:13:38.0000000,45.00,500.00,3105,6,C,3
2893,2015-05-04 10:06:06.0000000,0.00,150.00,4021,4,B,1
2896,2015-08-04 10:40:13.0000000,0.00,100.00,3712,2,B,2
2899,2015-12-04 08:08:36.0000000,20.00,50.00,4239,7,B,3
2900,2015-10-04 16:49:52.0000000,0.00,5000.00,4279,8,B,1
2901,2015-12-04 11:34:57.0000000,0.00,500.00,3058,1,B,1
2902,2015-11-04 08:37:06.0000000,20.00,100.00,4362,5,B,3
2907,2015-03-07 17:19:49.0000000,0.00,500.00,3724,4,B,1
2908,2015-06-04 14:52:48.0000000,20.00,100.00,2866,8,B,3
2912,2015-11-05 16:39:13.0000000,20.00,30.00,2921,7,B,3
2916,2015-08-05 15:24:46.0000000,0.00,20.00,2388,6,B,1
2917,2015-02-04 22:37:47.0000000,20.00,20.00,2681,3,B,2
2921,2015-05-04 13:55:29.0000000,20.00,50.00,2498,3,B,2
2922,2015-02-07 09:44:12.0000000,20.00,30.00,2533,8,B,2
2923,2015-10-06 10:19:38.0000000,0.00,100.00,2699,2,A,1
2925,2015-05-07 21:38:10.0000000,0.00,2000.00,3323,7,B,2
2927,2015-11-07 21:21:36.0000000,45.00,100.00,5051,3,B,3
2932,2015-08-05 19:23:57.0000000,20.00,100.00,2748,7,B,3
2939,2015-04-04 16:41:23.0000000,45.00,300.00,2943,9,B,3
2944,2015-02-07 05:23:51.0000000,20.00,500.00,3051,8,B,3
2945,2015-09-05 20:53:40.0000000,0.00,100.00,4649,4,A,1
2946,2015-08-05 15:45:13.0000000,0.00,20.00,3667,9,B,1
2947,2015-02-07 21:58:19.0000000,0.00,100.00,3688,8,A,2
2950,2015-09-07 18:01:18.0000000,45.00,2000.00,3111,3,B,3
2953,2015-02-07 19:37:55.0000000,45.00,100.00,4445,7,B,3
2957,2015-01-06 10:24:32.0000000,0.00,100.00,4791,5,B,1
2959,2015-12-04 13:32:18.0000000,45.00,200.00,2576,3,B,3
2960,2015-07-05 21:30:14.0000000,20.00,5000.00,2763,7,B,3
2966,2015-07-06 22:56:56.0000000,45.00,5000.00,4806,6,B,3
2969,2015-04-05 16:22:39.0000000,45.00,30.00,2708,10,B,3
2975,2015-02-05 22:08:33.0000000,0.00,500.00,4188,9,B,1
2976,2015-07-06 08:03:50.0000000,45.00,25.00,4483,5,B,3
2977,2015-01-08 22:15:27.0000000,0.00,150.00,4552,1,B,1
2981,2015-09-05 16:52:28.0000000,45.00,100.00,2992,3,A,3
2983,2015-06-07 18:44:12.0000000,20.00,100.00,2655,5,B,3
2984,2015-04-05 12:24:03.0000000,20.00,25.00,4346,10,A,3
2988,2015-06-07 17:09:19.0000000,0.00,25.00,5102,3,B,1
2992,2015-11-07 11:38:41.0000000,0.00,50.00,4496,8,B,1
2995,2015-07-04 09:18:17.0000000,20.00,1000.00,3628,10,B,3
3002,2015-08-05 22:20:04.0000000,0.00,5000.00,3611,1,B,1
3005,2015-10-07 20:29:37.0000000,0.00,300.00,3782,1,B,2
3006,2015-08-04 05:21:07.0000000,0.00,100.00,4080,6,A,1
3008,2015-03-04 14:31:21.0000000,45.00,200.00,4898,4,B,3
3009,2015-06-05 05:43:52.0000000,20.00,50.00,2923,7,B,3
3012,2015-02-05 11:54:58.0000000,20.00,25.00,3495,10,B,3
3013,2015-09-05 18:35:08.0000000,0.00,2000.00,4364,2,B,1
3015,2015-05-05 19:30:17.0000000,20.00,100.00,3479,7,A,3
3016,2015-06-07 09:18:00.0000000,20.00,50.00,4120,1,B,2
3022,2015-08-05 07:49:52.0000000,20.00,2000.00,4733,8,B,2
3025,2015-04-05 15:53:34.0000000,20.00,40.00,2707,8,B,2
3026,2015-04-05 14:41:43.0000000,0.00,100.00,3701,7,B,1
3027,2015-08-07 15:16:25.0000000,20.00,50.00,4025,8,B,3
3028,2015-10-04 20:51:48.0000000,20.00,50.00,2505,2,B,2
